issue_id,severity,issue_type,message,source_ref,entity_type,entity_key,employee_id,holder_name,store_code,quantity,serial_count
ISSUE-00066,REVIEW,MISSING_SERIAL_UNIT,Unit 1/1 has no serial number,Audit 2026 device/Data store/Audit/VA05.xlsx#VA05!row=3,asset,STORE:VA05:3:1,,,VA05,1,
ISSUE-00067,REVIEW,MISSING_SERIAL_UNIT,Unit 1/1 has no serial number,Audit 2026 device/Data store/Audit/VA05.xlsx#VA05!row=4,asset,STORE:VA05:4:1,,,VA05,1,
ISSUE-00068,REVIEW,DUPLICATE_SERIAL_CROSS_LOCATION,Same physical key observed at VA01 and VA05,Audit 2026 device/Data store/Audit/VA05.xlsx#VA05!row=5,asset,SN:MK410221102375,,,,,
ISSUE-00069,REVIEW,DUPLICATE_SERIAL_CROSS_LOCATION,Same physical key observed at VA01 and VA05,Audit 2026 device/Data store/Audit/VA05.xlsx#VA05!row=6,asset,SN:D190928010059,,,,,
ISSUE-00070,REVIEW,DUPLICATE_SERIAL_CROSS_LOCATION,Same physical key observed at VA01 and VA05,Audit 2026 device/Data store/Audit/VA05.xlsx#VA05!row=7,asset,SN:G23C76633,,,,,
ISSUE-00071,REVIEW,DUPLICATE_SERIAL_CROSS_LOCATION,Same physical key observed at VA01 and VA05,Audit 2026 device/Data store/Audit/VA05.xlsx#VA05!row=8,asset,SN:3CQ23207GZ,,,,,
ISSUE-00072,REVIEW,DUPLICATE_SERIAL_CROSS_LOCATION,Same physical key observed at VA01 and VA05,Audit 2026 device/Data store/Audit/VA05.xlsx#VA05!row=9,asset,SN:X7B9027872,,,,,
ISSUE-00073,REVIEW,DUPLICATE_SERIAL_CROSS_LOCATION,Same physical key observed at VA01 and VA05,Audit 2026 device/Data store/Audit/VA05.xlsx#VA05!row=13,asset,SN:NMYA846446,,,,,
ISSUE-00074,REVIEW,MISSING_SERIAL_UNIT,Unit 1/1 has no serial number,Audit 2026 device/Data store/Audit/VA06.xlsx#VA06!row=3,asset,STORE:VA06:3:1,,,VA06,1,
ISSUE-00075,REVIEW,MISSING_SERIAL_UNIT,Unit 1/1 has no serial number,Audit 2026 device/Data store/Audit/VA08.xlsx#VA08!row=3,asset,STORE:VA08:3:1,,,VA08,1,
ISSUE-00076,REVIEW,MISSING_SERIAL_UNIT,Unit 1/1 has no serial number,Audit 2026 device/Data store/Audit/VA11.xlsx#VA11!row=8,asset,STORE:VA11:8:1,,,VA11,1,
ISSUE-00077,REVIEW,DUPLICATE_SOURCE_SHEET_ROW,Same inventory row repeated in another sheet of the workbook,Audit 2026 device/Data store/Audit/VA12.xlsx#VA12!row=11,source,,,,,,
ISSUE-00078,REVIEW,DUPLICATE_SOURCE_SHEET_ROW,Same inventory row repeated in another sheet of the workbook,Audit 2026 device/Data store/Audit/VA12.xlsx#VA12!row=12,source,,,,,,
ISSUE-00079,REVIEW,MISSING_SERIAL_UNIT,Unit 1/1 has no serial number,Audit 2026 device/Data store/Audit/VA12.xlsx#VA12!row=5,asset,STORE:VA12:5:1,,,VA12,1,
ISSUE-00080,REVIEW,MISSING_SERIAL_UNIT,Unit 1/1 has no serial number,Audit 2026 device/Data store/Audit/VA12.xlsx#VA12!row=6,asset,STORE:VA12:6:1,,,VA12,1,
ISSUE-00081,REVIEW,MISSING_SERIAL_UNIT,Unit 1/1 has no serial number,Audit 2026 device/Data store/Audit/VA12.xlsx#VA12!row=9,asset,STORE:VA12:9:1,,,VA12,1,
ISSUE-00082,REVIEW,MISSING_SERIAL_UNIT,Unit 1/1 has no serial number,Audit 2026 device/Data store/Audit/VA12.xlsx#VA12!row=14,asset,STORE:VA12:14:1,,,VA12,1,
ISSUE-00083,REVIEW,MISSING_SERIAL_UNIT,Unit 1/1 has no serial number,Audit 2026 device/Data store/Audit/VA12.xlsx#VA12!row=18,asset,STORE:VA12:18:1,,,VA12,1,
ISSUE-00084,REVIEW,MISSING_SERIAL_UNIT,Unit 1/1 has no serial number,Audit 2026 device/Data store/Audit/VA13.xlsx#VA13!row=6,asset,STORE:VA13:6:1,,,VA13,1,
ISSUE-00085,REVIEW,MISSING_SERIAL_UNIT,Unit 1/1 has no serial number,Audit 2026 device/Data store/Audit/VA13.xlsx#VA13!row=11,asset,STORE:VA13:11:1,,,VA13,1,
ISSUE-00086,REVIEW,MISSING_SERIAL_UNIT,Unit 1/1 has no serial number,Audit 2026 device/Data store/Audit/VA14.xlsx#VA14!row=4,asset,STORE:VA14:4:1,,,VA14,1,
ISSUE-00087,REVIEW,MISSING_SERIAL_UNIT,Unit 1/1 has no serial number,Audit 2026 device/Data store/Audit/VA14.xlsx#VA14!row=5,asset,STORE:VA14:5:1,,,VA14,1,
ISSUE-00088,REVIEW,DUPLICATE_SERIAL_CROSS_LOCATION,Same physical key observed at VA08 and VA14,Audit 2026 device/Data store/Audit/VA14.xlsx#VA14!row=11,asset,SN:G23C76615,,,,,
ISSUE-00089,REVIEW,DUPLICATE_SOURCE_SHEET_ROW,Same inventory row repeated in another sheet of the workbook,Audit 2026 device/Data store/Audit/VA15.xlsx#VA15!row=15,source,,,,,,
ISSUE-00090,REVIEW,MISSING_SERIAL_UNIT,Unit 1/1 has no serial number,Audit 2026 device/Data store/Audit/VA15.xlsx#VA15!row=10,asset,STORE:VA15:10:1,,,VA15,1,
ISSUE-00091,REVIEW,DUPLICATE_SERIAL_CROSS_LOCATION,Same physical key observed at VA12 and VA15,Audit 2026 device/Data store/Audit/VA15.xlsx#VA15!row=13,asset,SN:2534123052300531,,,,,
ISSUE-00092,REVIEW,DUPLICATE_SOURCE_SHEET_ROW,Same inventory row repeated in another sheet of the workbook,Audit 2026 device/Data store/Audit/VA16.xlsx#VA16!row=22,source,,,,,,
ISSUE-00093,REVIEW,DUPLICATE_SERIAL_CROSS_LOCATION,Same physical key observed at VA05 and VA16,Audit 2026 device/Data store/Audit/VA16.xlsx#VA16!row=4,asset,SN:DHC4LQ3,,,,,
ISSUE-00094,REVIEW,MISSING_SERIAL_UNIT,Unit 1/1 has no serial number,Audit 2026 device/Data store/Audit/VA16.xlsx#VA16!row=14,asset,STORE:VA16:14:1,,,VA16,1,
ISSUE-00095,REVIEW,MISSING_SERIAL_UNIT,Unit 1/1 has no serial number,Audit 2026 device/Data store/Audit/VA16.xlsx#VA16!row=20,asset,STORE:VA16:20:1,,,VA16,1,
ISSUE-00096,REVIEW,DUPLICATE_SERIAL_CROSS_LOCATION,Same physical key observed at VA11 and VA16,Audit 2026 device/Data store/Audit/VA16.xlsx#VA16!row=23,asset,SN:FGT40FTK24006198,,,,,
ISSUE-00097,REVIEW,MISSING_SERIAL_UNIT,Unit 1/1 has no serial number,Audit 2026 device/Data store/Audit/VA16.xlsx#VA16!row=32,asset,STORE:VA16:32:1,,,VA16,1,
ISSUE-00098,REVIEW,MISSING_SERIAL_UNIT,Unit 1/1 has no serial number,Audit 2026 device/Data store/Audit/VA18.xlsx#VA18 NEW BALANCE AEON HA DONG!row=3,asset,STORE:VA18:3:1,,,VA18,1,
ISSUE-00099,REVIEW,MISSING_SERIAL_UNIT,Unit 1/1 has no serial number,Audit 2026 device/Data store/Audit/VA18.xlsx#VA18 NEW BALANCE AEON HA DONG!row=4,asset,STORE:VA18:4:1,,,VA18,1,
ISSUE-00100,REVIEW,MISSING_SERIAL_UNIT,Unit 1/1 has no serial number,Audit 2026 device/Data store/Audit/VA19.xlsx#VA19!row=3,asset,STORE:VA19:3:1,,,VA19,1,
ISSUE-00101,REVIEW,MISSING_SERIAL_UNIT,Unit 1/1 has no serial number,Audit 2026 device/Data store/Audit/VA19.xlsx#VA19!row=4,asset,STORE:VA19:4:1,,,VA19,1,
ISSUE-00102,REVIEW,DUPLICATE_SERIAL_CROSS_LOCATION,Same physical key observed at VA01 and VA19,Audit 2026 device/Data store/Audit/VA19.xlsx#VA19!row=10,asset,SN:KWC29190Y1C,,,,,
ISSUE-00103,REVIEW,DUPLICATE_SERIAL_CROSS_LOCATION,Same physical key observed at VA01 and VA19,Audit 2026 device/Data store/Audit/VA19.xlsx#VA19!row=11,asset,SN:9C05D67658B6,,,,,
ISSUE-00104,REVIEW,MISSING_SERIAL_UNIT,Unit 1/1 has no serial number,Audit 2026 device/Data store/Audit/VA19.xlsx#VA19!row=12,asset,STORE:VA19:12:1,,,VA19,1,
ISSUE-00105,REVIEW,DUPLICATE_SERIAL_CROSS_LOCATION,Same physical key observed at VA01 and VA19,Audit 2026 device/Data store/Audit/VA19.xlsx#VA19!row=13,asset,SN:FGT40FTK24086985,,,,,
ISSUE-00106,REVIEW,DUPLICATE_SERIAL_CROSS_LOCATION,Same physical key observed at VA01 and VA19,Audit 2026 device/Data store/Audit/VA19.xlsx#VA19!row=16,asset,SN:I1623F0001,,,,,
ISSUE-00107,REVIEW,DUPLICATE_SERIAL_CROSS_LOCATION,Same physical key observed at VA01 and VA19,Audit 2026 device/Data store/Audit/VA19.xlsx#VA19!row=18,asset,SN:2530022102300950,,,,,
ISSUE-00108,REVIEW,MISSING_SERIAL_UNIT,Unit 1/2 has no serial number,Audit 2026 device/Data store/Audit/VA20.xlsx#VA20!row=5,asset,STORE:VA20:5:1,,,VA20,2,
ISSUE-00109,REVIEW,MISSING_SERIAL_UNIT,Unit 2/2 has no serial number,Audit 2026 device/Data store/Audit/VA20.xlsx#VA20!row=5,asset,STORE:VA20:5:2,,,VA20,2,
ISSUE-00110,REVIEW,MISSING_SERIAL_UNIT,Unit 1/2 has no serial number,Audit 2026 device/Data store/Audit/VA20.xlsx#VA20!row=6,asset,STORE:VA20:6:1,,,VA20,2,
ISSUE-00111,REVIEW,MISSING_SERIAL_UNIT,Unit 2/2 has no serial number,Audit 2026 device/Data store/Audit/VA20.xlsx#VA20!row=6,asset,STORE:VA20:6:2,,,VA20,2,
ISSUE-00112,REVIEW,MISSING_SERIAL_UNIT,Unit 2/2 has no serial number,Audit 2026 device/Data store/Audit/VA20.xlsx#VA20!row=11,asset,STORE:VA20:11:2,,,VA20,2,
ISSUE-00113,REVIEW,DUPLICATE_SERIAL_CROSS_LOCATION,Same physical key observed at VA12 and VA20,Audit 2026 device/Data store/Audit/VA20.xlsx#VA20!row=18,asset,SN:FGT40FTK2309D2HW,,,,,
ISSUE-00114,REVIEW,MISSING_SERIAL_UNIT,Unit 1/1 has no serial number,Audit 2026 device/Data store/Audit/VA23.xlsx#VA23!row=3,asset,STORE:VA23:3:1,,,VA23,1,
ISSUE-00115,REVIEW,DUPLICATE_SERIAL_CROSS_LOCATION,Same physical key observed at VA18 and VA23,Audit 2026 device/Data store/Audit/VA23.xlsx#VA23!row=8,asset,SN:NMYA467026,,,,,
ISSUE-00116,REVIEW,MISSING_SERIAL_UNIT,Unit 1/1 has no serial number,Audit 2026 device/Data store/Audit/VA24.xlsx#VA24 NEW BALANCE VINCOM BATRIEU!row=3,asset,STORE:VA24:3:1,,,VA24,1,
ISSUE-00117,REVIEW,MISSING_SERIAL_UNIT,Unit 1/1 has no serial number,Audit 2026 device/Data store/Audit/VA24.xlsx#VA24 NEW BALANCE VINCOM BATRIEU!row=4,asset,STORE:VA24:4:1,,,VA24,1,
ISSUE-00118,REVIEW,MISSING_SERIAL_UNIT,Unit 1/1 has no serial number,Audit 2026 device/Data store/Audit/VA24.xlsx#VA24 NEW BALANCE VINCOM BATRIEU!row=12,asset,STORE:VA24:12:1,,,VA24,1,
ISSUE-00119,REVIEW,MISSING_SERIAL_UNIT,Unit 2/2 has no serial number,Audit 2026 device/Data store/Audit/VH01.xlsx#VH01!row=2,asset,STORE:VH01:2:2,,,VH01,2,
ISSUE-00120,REVIEW,MISSING_SERIAL_UNIT,Unit 1/3 has no serial number,Audit 2026 device/Data store/Audit/VH01.xlsx#VH01!row=3,asset,STORE:VH01:3:1,,,VH01,3,
ISSUE-00121,REVIEW,MISSING_SERIAL_UNIT,Unit 2/3 has no serial number,Audit 2026 device/Data store/Audit/VH01.xlsx#VH01!row=3,asset,STORE:VH01:3:2,,,VH01,3,
ISSUE-00122,REVIEW,MISSING_SERIAL_UNIT,Unit 3/3 has no serial number,Audit 2026 device/Data store/Audit/VH01.xlsx#VH01!row=3,asset,STORE:VH01:3:3,,,VH01,3,
ISSUE-00123,REVIEW,MISSING_SERIAL_UNIT,Unit 1/3 has no serial number,Audit 2026 device/Data store/Audit/VH01.xlsx#VH01!row=4,asset,STORE:VH01:4:1,,,VH01,3,
ISSUE-00124,REVIEW,MISSING_SERIAL_UNIT,Unit 2/3 has no serial number,Audit 2026 device/Data store/Audit/VH01.xlsx#VH01!row=4,asset,STORE:VH01:4:2,,,VH01,3,
ISSUE-00125,REVIEW,MISSING_SERIAL_UNIT,Unit 3/3 has no serial number,Audit 2026 device/Data store/Audit/VH01.xlsx#VH01!row=4,asset,STORE:VH01:4:3,,,VH01,3,
ISSUE-00126,REVIEW,MISSING_SERIAL_UNIT,Unit 2/2 has no serial number,Audit 2026 device/Data store/Audit/VH01.xlsx#VH01!row=5,asset,STORE:VH01:5:2,,,VH01,2,
ISSUE-00127,REVIEW,MISSING_SERIAL_UNIT,Unit 2/2 has no serial number,Audit 2026 device/Data store/Audit/VH01.xlsx#VH01!row=6,asset,STORE:VH01:6:2,,,VH01,2,
ISSUE-00128,REVIEW,MISSING_SERIAL_UNIT,Unit 2/2 has no serial number,Audit 2026 device/Data store/Audit/VH01.xlsx#VH01!row=7,asset,STORE:VH01:7:2,,,VH01,2,
ISSUE-00129,REVIEW,MISSING_SERIAL_UNIT,Unit 2/3 has no serial number,Audit 2026 device/Data store/Audit/VH01.xlsx#VH01!row=8,asset,STORE:VH01:8:2,,,VH01,3,
ISSUE-00130,REVIEW,MISSING_SERIAL_UNIT,Unit 3/3 has no serial number,Audit 2026 device/Data store/Audit/VH01.xlsx#VH01!row=8,asset,STORE:VH01:8:3,,,VH01,3,
ISSUE-00131,REVIEW,MISSING_SERIAL_UNIT,Unit 2/2 has no serial number,Audit 2026 device/Data store/Audit/VH01.xlsx#VH01!row=9,asset,STORE:VH01:9:2,,,VH01,2,
ISSUE-00132,REVIEW,MISSING_SERIAL_UNIT,Unit 1/1 has no serial number,Audit 2026 device/Data store/Audit/VH02.xlsx#VH02!row=3,asset,STORE:VH02:3:1,,,VH02,1,
